Idx	M	adj.P
AT1G29790	0.098015754	0.538551888
AT1G49840	-0.090355455	0.538717101
AT5G14030	-0.093851016	0.538760247
AT1G01050	-0.062535064	0.538800408
AT2G30920	0.081058215	0.538804953
AT2G38460	0.060988838	0.538813647
AT1G07890	-0.096626521	0.538823546
AT1G60470	0.075780993	0.538913433
AT4G30580	-0.118095335	0.538922231
AT3G11340	0.832273931	0.538931156
AT1G32230	0.068667291	0.538981266
AT3G19840	0.078715747	0.539004775
AT5G18340	-0.073190083	0.539032137
AT5G63620	0.096342964	0.539208985
AT1G21630	-0.081747944	0.539212415
AT4G28570	-0.073947321	0.539270311
AT4G11780	-0.148511545	0.539346473
AT3G27770	0.110536643	0.539403507
AT2G24255	0.111776049	0.539483657
AT4G15980	-0.058107391	0.539501067
AT1G28760	0.11054217	0.539502335
AT4G39740	0.058822269	0.539525996
AT3G58210	-0.118546665	0.539584808
AT1G64310	-0.072379194	0.539762403
AT1G35550	-0.085263146	0.539906611
AT4G24730	-0.098619698	0.53992041
AT5G56620	0.122638145	0.53998216
AT5G02070	-0.079770778	0.540002759
AT1G01225	-0.222973344	0.540129575
AT3G28950	-0.121953026	0.54019872
AT5G41280	-0.174503401	0.540254419
AT1G64020	-0.059041743	0.540326553
AT3G47620	0.059108286	0.540443505
AT3G02240	0.072275893	0.540515993
AT5G66680	0.079395921	0.540599008
AT5G65540	0.103987374	0.540611517
AT3G54610	-0.081438677	0.540710539
AT5G19100	-0.062716493	0.540770871
AT2G03980	0.091842086	0.540809248
AT1G68670	0.061805809	0.540844523
AT2G28080	0.069909117	0.540893226
AT3G12720	-0.062481181	0.540961735
AT1G68380	-0.058382652	0.541190803
AT3G53790	-0.083899701	0.541228779
AT5G16690	-0.060208933	0.541369154
AT4G17690	0.218863118	0.541385109
AT1G54920	-0.078065299	0.541585127
AT1G15920	0.101898472	0.541726484
AT1G74850	-0.140473102	0.541746957
AT1G25520	0.099744027	0.541793109
AT4G30380	-0.075321236	0.54181383
AT4G11270	0.075339959	0.541900808
AT3G13100	0.321978083	0.54201386
AT1G48110	0.070769856	0.542024828
AT5G60240	-0.059351748	0.542040005
AT2G33790	-0.062751051	0.542040898
AT4G13700	-0.061271202	0.542049883
AT2G17570	0.100202416	0.542164778
AT3G03890	-0.060328373	0.542215641
AT1G14770	0.124520696	0.542235825
AT1G27920	0.135867592	0.542503933
AT2G41550	0.129808223	0.542517702
AT5G07320	0.100606421	0.542528153
AT2G21950	-0.131787135	0.542531096
AT1G32180	0.090701616	0.542548876
AT4G29430	0.067017482	0.542628337
AT4G07730	-0.115948819	0.542759018
AT1G21950	0.064545958	0.542776222
AT2G20000	-0.074942769	0.542813674
AT2G24620	-0.063164336	0.542835393
AT4G34660	0.06882851	0.542840018
AT4G31130	-0.079855404	0.543045335
AT3G54810	0.076392414	0.543232781
AT3G49190	-0.075588507	0.543294074
AT4G02730	-0.078400836	0.543359323
AT3G55010	-0.096290068	0.543370243
AT5G59460	-0.088565603	0.543478587
AT2G16170	-0.060193765	0.543504938
AT4G09100	-0.061421176	0.54369141
AT3G29380	-0.058413805	0.543750721
AT2G22890	-0.111125216	0.543767203
AT1G76070	0.074351117	0.543927256
AT2G01780	-0.05733343	0.543929537
AT2G15970	-0.100857284	0.543972744
AT3G48860	0.073189517	0.543984063
AT1G70190	-0.105359419	0.544163941
AT4G15093	-0.116398787	0.544232168
AT5G24260	-0.095023134	0.54436358
AT3G10200	-0.215875278	0.54444974
AT2G10870	-0.230950435	0.544638753
AT4G24580	-0.070153606	0.544705412
AT4G04740	-0.151895042	0.544750267
AT5G26850	-0.094875014	0.544832292
AT4G09146	-0.313735202	0.544854681
AT1G20530	0.119966755	0.544932158
AT4G39660	-0.067539221	0.544956322
AT3G53110	-0.065718208	0.545056763
AT2G05120	0.087022761	0.545072338
AT3G19670	0.134701097	0.545079691
AT1G33090	-0.151250069	0.545091079
AT3G04460	-0.080813574	0.54520734
AT2G19290	-0.057759092	0.545418743
AT5G28280	-0.1558918	0.545479136
AT5G36190	-0.060073793	0.545533737
AT3G57100	-0.061977799	0.545547492
AT3G14010	-0.062805834	0.545599041
AT2G42450	0.185500818	0.545649107
AT4G36690	0.072060115	0.54567566
AT4G36730	-0.090819003	0.545739982
AT3G03670	-0.057116824	0.545746929
AT5G12880	0.326138322	0.545851942
AT5G43260	0.080819768	0.54592025
AT5G23910	-0.131056992	0.545963413
AT4G13345	0.099778608	0.54597467
AT3G09300	-0.059443619	0.545995152
AT1G64740	-0.061457026	0.546032063
AT2G26680	-0.079385328	0.546052761
AT1G77200	-0.057422792	0.546111444
AT3G54840	0.073902081	0.546224544
AT2G29340	-0.105700576	0.546255239
AT3G24460	-0.23889536	0.546420627
AT3G14330	-0.212720748	0.546580883
AT4G32080	-0.057926904	0.546661522
AT5G66560	-0.117565551	0.546730852
AT1G47520	-0.056988883	0.546920965
AT4G26200	-0.129922774	0.546954607
AT2G24820	-0.06154935	0.547064531
AT5G20200	0.09135178	0.547068918
AT4G28025	-0.081677965	0.547136118
AT5G04520	-0.115330122	0.547277917
AT1G23890	-0.148733364	0.547409127
AT1G77440	-0.111157844	0.547597396
AT1G80180	0.057558927	0.547609802
AT2G04690	0.061656591	0.547660488
AT3G55160	0.189038402	0.547678459
AT5G48280	-0.063372825	0.547721265
AT5G65180	0.06827231	0.54777453
AT5G35050	-0.066821918	0.547802613
AT4G22030	-0.10777034	0.547811111
AT2G35630	0.079786196	0.547842891
AT4G32860	-0.056843845	0.547946409
AT5G55020	-0.260908047	0.548028018
AT2G28580	-0.246381594	0.548280263
AT1G64130	-0.058337543	0.548342719
AT2G27010	0.123491604	0.548422592
AT3G27840	0.183866276	0.548425769
AT3G02210	0.163238362	0.548461797
AT5G55550	0.063682173	0.548494531
AT4G21650	-0.180671005	0.548536216
AT2G02570	0.076001447	0.548633619
AT2G14510	-0.124798677	0.548776689
AT1G56290	-0.066324579	0.548930614
AT1G06230	-0.066884953	0.548947564
AT1G72290	-0.068826425	0.548973257
AT3G26810	0.074147512	0.549028043
AT1G51000	0.094128645	0.549059663
AT1G29770	-0.062202974	0.549094469
AT5G51290	0.147646552	0.549098559
AT4G16740	-0.062656941	0.549111581
AT3G30450	0.065020609	0.549170985
AT1G52690	0.336750406	0.54919037
AT2G30480	-0.123717907	0.549339193
AT3G46000	0.100739336	0.549359621
AT4G20780	-0.101928292	0.549484949
AT4G28850	-0.059287138	0.54949033
AT2G05320	0.151689918	0.549514141
AT4G30450	0.257419367	0.549542532
AT2G04420	0.201483032	0.549613939
AT5G24630	-0.086464165	0.54970646
AT4G34610	-0.080438145	0.549718498
AT1G23540	-0.060523686	0.549757811
AT2G33230	-0.146259206	0.549836611
AT4G34850	-0.061740238	0.549976119
AT1G66830	-0.133212096	0.550055884
AT3G42160	0.163102428	0.550063279
AT1G80350	-0.099251471	0.550076156
AT3G24130	-0.056633773	0.550270466
AT2G25460	0.110721173	0.550274155
AT4G11100	-0.114537586	0.550357758
AT2G38890	-0.058005866	0.550448981
AT1G27400	-0.069399427	0.550660136
AT5G17510	-0.138024626	0.550703538
AT3G47730	0.174558256	0.551004275
AT3G08710	0.065721318	0.551054719
AT1G78410	-0.171525611	0.551204382
AT2G46860	-0.057743331	0.551267333
AT2G20130	-0.062867274	0.55132806
AT3G04290	0.076351108	0.551339748
AT1G06030	-0.18021572	0.551358642
AT5G48910	-0.058154334	0.551442847
AT1G32030	0.23472506	0.551471436
AT4G26120	-0.058701828	0.551485306
AT1G04240	-0.106769624	0.551486805
AT3G03790	0.086887675	0.551526431
AT3G57370	-0.060475834	0.551614659
AT4G01030	0.192067967	0.551696384
AT5G39785	-0.090487727	0.551746624
AT1G12640	0.068248899	0.551792462
AT2G14960	-0.094787503	0.55187282
AT1G72970	0.187675082	0.551884684
AT3G05170	-0.170800593	0.552014272
AT2G07240	-0.05659943	0.552031482
AT5G66190	0.093137515	0.552107362
AT5G65160	0.066930887	0.552223561
AT1G56160	-0.056022538	0.552344279
AT5G08600	0.076216551	0.55238328
AT4G29220	-0.068298519	0.552458509
AT3G47800	0.056014206	0.552515429
AT5G13960	0.064440273	0.552591043
AT2G34270	0.14986921	0.552679954
AT1G32560	-0.056280147	0.553090449
AT2G29510	0.05612538	0.553226946
AT4G37490	0.122622171	0.553238162
AT5G07250	-0.067825482	0.553246021
AT1G07880	0.078685306	0.553254381
AT3G59340	0.077651332	0.553421468
AT5G01860	0.071999567	0.553522069
AT5G16920	-0.057626115	0.553584456
AT3G07420	0.078554826	0.553615146
AT2G45080	0.084106255	0.553677129
AT1G32330	0.059937786	0.553726395
AT1G60270	-0.13409714	0.553751331
AT3G11400	-0.056513551	0.553983382
AT3G04830	-0.06047986	0.5540678
AT5G64780	0.108832384	0.554087406
AT1G67050	-0.080362955	0.554175302
AT5G04110	0.091019275	0.554190859
AT5G36880	-0.089492751	0.554199767
AT1G45100	-0.085697819	0.554485041
AT4G23060	0.093202155	0.554494073
AT2G43430	-0.083115345	0.55461836
AT1G78380	0.063741788	0.554822525
AT2G39560	-0.068431555	0.554963412
AT2G37260	-0.145374878	0.555005523
AT1G35610	-0.05579648	0.555047094
AT1G79210	0.072185531	0.555064204
AT3G59090	-0.058679744	0.555103742
AT5G64590	-0.055788401	0.555135534
AT1G22140	0.060838845	0.555386429
AT5G60310	-0.216936977	0.555498538
AT1G15600	0.108582607	0.555514693
AT5G28840	-0.059074116	0.555536987
AT1G01110	-0.259273717	0.555541834
AT1G10190	-0.073245235	0.555843503
AT5G66710	-0.101671003	0.55587567
AT3G18490	0.077435053	0.555973288
AT3G48530	0.084664616	0.556045797
AT5G63690	-0.065211679	0.556222463
AT1G31410	-0.097271441	0.556265804
AT3G27950	0.074163253	0.556488156
AT5G51430	0.09658307	0.556538124
AT3G55070	-0.056306669	0.556539699
AT1G24530	-0.272360334	0.556638687
AT4G23590	0.13781178	0.556705828
AT4G03850	-0.060232184	0.556748256
AT1G64690	0.063333345	0.556874901
AT3G17030	-0.147222095	0.556946337
AT3G19530	-0.107910877	0.55698251
AT3G28780	-0.055424814	0.557143161
AT2G35710	0.170101638	0.557168611
AT3G58680	0.056686892	0.557322591
AT3G60440	-0.233765817	0.557406722
AT1G07795	-0.056978749	0.557480985
AT4G07920	-0.055305237	0.557482097
AT4G35380	0.266810844	0.557660507
AT1G22630	-0.114975869	0.557678582
AT3G52970	-0.056026396	0.557911397
AT2G40160	-0.082709475	0.558071328
AT3G43050	-0.064303064	0.558109974
AT5G38470	-0.108320471	0.558116719
AT5G42350	-0.080576565	0.558119631
AT2G20520	-0.056470082	0.558124476
AT5G37240	-0.057886343	0.558140888
AT2G46610	0.116437868	0.558143653
AT5G44650	-0.065049918	0.558223953
AT1G05680	0.931858581	0.558250802
AT1G74540	-0.05614271	0.558338842
AT1G76870	0.159871523	0.558463315
AT3G09620	-0.055649011	0.558666703
AT4G03820	0.09035993	0.558716247
AT1G24610	-0.05787004	0.558743422
AT4G04350	-0.110991372	0.558771628
AT1G12960	-0.057075395	0.55880231
AT4G28430	-0.120200994	0.558838708
AT1G06950	-0.08158577	0.558904927
AT3G23310	-0.10874022	0.558949904
AT1G34340	0.05868076	0.559017607
AT3G55500	0.094979352	0.559054739
AT5G25510	0.081821222	0.559076104
AT5G50940	-0.07132904	0.559101634
AT2G44460	-0.162902503	0.559138315
AT1G34650	-0.056045148	0.559453545
AT1G61580	0.147088835	0.559502707
AT3G59140	-0.063514426	0.559523285
AT3G13560	-0.077297284	0.559577573
AT5G67130	-0.079034923	0.559634798
AT1G51580	-0.089256571	0.55965921
AT4G34100	-0.088846468	0.559667307
AT3G11530	-0.091303583	0.559705659
AT4G27980	-0.061633796	0.55970861
AT1G01725	-0.091824805	0.559882153
AT4G27380	0.069938301	0.559883072
AT3G13845	0.082329714	0.559887733
AT2G22970	-0.080979369	0.559937774
AT3G62820	-0.212663068	0.559961069
AT5G63410	0.059342003	0.560024
AT3G01080	-0.057249235	0.560052034
AT2G22070	-0.062365653	0.560110878
AT1G64320	-0.147316969	0.56017379
AT4G16265	0.069844512	0.560180135
AT3G45000	-0.063530701	0.560256269
AT5G20030	-0.189682353	0.560294617
AT1G54955	0.0899087	0.56034744
AT2G05940	-0.098652868	0.560420038
AT5G50280	-0.060775425	0.560580169
AT5G23710	0.096400721	0.560625649
AT5G56640	0.060787504	0.560639435
AT3G13220	-0.05494978	0.56063986
AT2G14610	-0.072420613	0.560696586
AT5G57500	0.112892361	0.560705503
AT2G41960	0.056170414	0.560976733
AT4G30210	0.108002624	0.561008215
AT4G22680	-0.060837412	0.561016907
AT2G04000	0.153151644	0.561049275
AT4G35170	-0.055657145	0.56105933
AT4G21180	0.087873272	0.561146979
AT1G31080	-0.142096852	0.561149024
AT5G22880	0.108780435	0.561397308
AT1G54070	-0.112275795	0.561430206
AT3G19650	-0.064737928	0.561457532
AT3G27350	0.100599286	0.561521592
AT1G43886	-0.055175115	0.561652836
AT5G18970	0.08466642	0.561867798
AT1G30515	-0.055655859	0.561905489
AT3G45800	-0.055370445	0.561919364
AT5G51510	0.059589254	0.561937712
AT2G11890	-0.094186431	0.561947162
AT4G16563	0.209892169	0.561953548
AT5G50720	0.213582774	0.562012326
AT4G00980	-0.128395679	0.562136319
AT5G63070	0.117945542	0.562349145
AT1G71250	-0.058477129	0.562360673
AT5G11400	0.088568136	0.562396127
AT1G58200	0.085413991	0.562419587
AT3G53610	0.066543898	0.562442922
AT5G41720	-0.05514534	0.562478654
AT2G37810	-0.054537591	0.56250774
AT1G80100	-0.228232528	0.562666845
AT1G05890	-0.068975122	0.562671327
AT3G59940	-0.072055883	0.562793433
AT2G24500	0.095207501	0.562925943
AT5G25620	-0.05494687	0.562977865
AT5G56040	0.081575632	0.562990118
AT5G07680	0.322687628	0.563092608
AT5G02890	-0.16079616	0.563311975
AT1G03400	0.102919308	0.563350699
AT3G25150	-0.061542553	0.563357253
AT4G09560	-0.170834628	0.563384582
AT1G30560	-0.055670881	0.563403216
AT1G50620	0.067891134	0.563423199
AT2G04870	0.066531583	0.563517799
AT1G02460	-0.09788152	0.56352722
AT1G62960	-0.083308412	0.563561818
AT5G43430	-0.055159786	0.563584721
AT3G25200	-0.055770659	0.563649975
ATCG00480	-0.064609036	0.563655855
AT1G31260	-0.05646449	0.563818048
AT5G40860	-0.092537281	0.563827233
AT4G35550	0.101678352	0.563835789
AT4G29620	-0.105496679	0.563840304
AT1G24706	-0.067535409	0.564005609
AT1G63730	0.272561306	0.564027186
AT5G27420	0.092458788	0.564072188
AT5G20150	0.055056588	0.564098462
AT4G13440	0.077160036	0.564194093
AT2G41690	-0.083994639	0.564368109
AT2G34110	-0.054608766	0.564380787
AT4G37580	-0.057665004	0.564453702
AT5G62030	-0.089175657	0.564482994
AT5G20400	0.108759041	0.564526079
AT1G23220	0.074063412	0.564608654
AT3G04240	-0.095902074	0.564694666
AT5G20790	-0.157913574	0.564756682
AT1G11870	-0.120707876	0.564854762
AT1G05490	-0.054577665	0.564854997
AT5G02410	0.082085578	0.564866473
AT3G07440	-0.182431696	0.564981355
AT1G78580	-0.062089427	0.565062678
AT3G22150	-0.117804671	0.565125113
AT1G64170	-0.181027938	0.565215042
AT3G16440	-0.098169244	0.565326435
AT4G15310	-0.09915594	0.565436316
AT1G49470	-0.084277928	0.565564775
AT5G35140	-0.098880367	0.565663424
AT1G62820	0.059549354	0.565714185
AT3G24400	-0.090008832	0.56582595
AT5G36150	0.179615284	0.565850506
AT1G10522	-0.091005873	0.565863342
AT5G20050	0.124355137	0.565898015
AT1G47620	0.064004818	0.566030941
AT2G41840	0.056796246	0.566067202
AT5G15900	-0.055133283	0.566230633
AT2G24130	-0.088513574	0.566328981
AT3G05090	0.088918967	0.566361001
AT4G17190	-0.136273002	0.566616502
AT5G37620	-0.067188913	0.566676456
AT2G20230	-0.060937474	0.566752297
AT1G29080	-0.057169165	0.566810703
AT4G02690	0.117750772	0.567074586
AT3G06010	-0.063480896	0.567096468
AT2G47340	-0.054210332	0.567138303
AT4G39000	-0.060038084	0.567167752
AT2G31410	-0.058025144	0.567432975
AT4G38980	0.103860428	0.567540377
AT1G12000	0.113208532	0.567591794
AT2G06410	-0.071034373	0.567620947
AT5G07860	-0.070308577	0.567627482
AT3G04520	-0.064442032	0.567819426
AT2G39790	-0.053745383	0.567867939
AT2G34910	-0.064234452	0.567994053
AT5G64700	-0.093023794	0.568016787
AT1G20960	0.064163748	0.568065125
AT2G47270	0.186546542	0.568083194
AT3G56170	0.170122701	0.568168614
AT5G23640	-0.076589743	0.568336427
AT5G46620	0.057907231	0.568469622
AT1G17250	0.122009872	0.568583044
AT3G29170	0.11106039	0.568810292
AT3G11000	-0.065617568	0.56893333
AT5G26010	0.109577415	0.568987473
AT1G05810	-0.137671474	0.569148673
AT3G60010	-0.053656764	0.569222748
AT3G43110	-0.053679609	0.56928758
AT4G27600	-0.059359294	0.569334726
AT2G16660	-0.271292527	0.569402699
AT5G13030	0.055595746	0.569439395
AT2G34060	-0.164752137	0.569473023
AT1G78120	0.078622361	0.569539975
AT4G01770	0.108130468	0.569670433
AT1G52820	0.16821384	0.569993777
AT5G11230	0.060977168	0.570129278
AT5G03350	0.210771602	0.570170755
AT5G23020	0.183967931	0.570184836
AT1G66690	-0.102234848	0.570219531
AT2G45690	0.112561911	0.570234276
AT3G02560	0.065222179	0.570320366
AT4G30070	0.094416291	0.570508868
AT4G19710	-0.105821145	0.570528301
AT2G13620	-0.054776842	0.570597323
AT1G60450	-0.053942592	0.570606844
AT1G54890	0.231239981	0.570672896
AT3G53080	-0.053536293	0.570752928
AT5G09970	0.242198134	0.570928451
AT2G26950	-0.059493917	0.570957085
AT1G67640	-0.154945114	0.570959345
AT3G53550	0.098026725	0.570971224
ATMG00410	0.114244489	0.571048049
AT4G26620	-0.053369823	0.571144048
AT2G37280	-0.065852599	0.571157317
AT1G59630	-0.053786714	0.571199845
AT4G11930	-0.056204799	0.571324979
AT4G05620	-0.053213005	0.571468483
AT5G27440	-0.128555261	0.571477458
AT4G28380	-0.05405482	0.571498461
AT5G59530	0.189187918	0.571539166
AT3G05500	-0.090538912	0.571544245
AT3G04500	0.072013839	0.571592977
AT2G36070	-0.065738699	0.571608493
AT4G24370	0.053509479	0.571644626
AT1G16160	0.153922152	0.571800296
AT1G70360	-0.06896135	0.57225225
AT1G13290	-0.23480736	0.572270784
AT3G26340	-0.067133118	0.572360924
AT1G07010	-0.087815145	0.572371531
AT1G53030	-0.157566425	0.572372779
AT3G63520	0.05946561	0.572446297
AT3G45120	-0.102403557	0.572450082
AT3G50620	-0.170630866	0.572489294
AT1G72390	0.099016577	0.572556779
AT4G02610	-0.076481748	0.57264272
AT1G77700	0.071220969	0.572661971
AT5G01150	-0.074463902	0.572663815
AT3G25280	0.210628576	0.572757744
AT1G35910	0.062481091	0.572808579
AT1G54500	0.065547147	0.572817694
AT4G17540	0.120602894	0.572845801
AT2G43280	-0.068911509	0.57286977
AT1G59610	-0.083348923	0.572945145
AT2G35585	0.054105254	0.573055246
ATMG00980	0.086689788	0.573099461
AT4G22770	0.222962792	0.573159809
AT5G58860	0.067227145	0.573169838
AT3G53270	0.088968601	0.573295051
AT5G65570	0.158070387	0.573478025
AT3G25290	0.118738245	0.573570071
AT5G19880	-0.052928142	0.573575233
AT1G32870	0.080189133	0.573600916
ATMG00513	-0.121631409	0.573632668
AT1G77790	-0.053101329	0.573647677
AT1G03330	0.075542607	0.573784316
AT2G24050	-0.058055288	0.573963165
AT2G43950	0.096905455	0.574313536
AT4G11260	-0.103174095	0.574418609
AT2G35830	-0.065553773	0.574454597
AT5G52180	-0.061345044	0.574457722
AT4G19680	-0.058083103	0.57447831
AT5G66500	0.086577975	0.574510399
AT2G32720	-0.096160086	0.574523864
AT4G39820	0.071886046	0.574688296
AT1G52380	0.063743624	0.574834336
AT4G11640	-0.055584627	0.574850078
AT5G65440	0.075854786	0.574853387
AT1G11300	-0.100464759	0.574912672
AT1G71692	-0.056987539	0.574940088
AT5G55840	-0.125410627	0.575025846
AT5G63920	-0.098547447	0.575146449
AT4G33200	0.058278057	0.575175465
AT3G45980	0.054994522	0.575263518
AT5G35010	-0.053107373	0.575273749
AT3G12100	0.094524465	0.575325262
AT1G07025	-0.052717716	0.575438733
AT5G44080	-0.065074249	0.575502133
AT1G63080	-0.07535121	0.575605748
AT1G03620	0.22006814	0.575645234
AT1G05250	0.360139418	0.575655077
AT2G47540	-0.120362039	0.575678241
AT4G12000	0.106447832	0.575731947
AT3G17750	0.05522855	0.57578563
AT5G50790	-0.27600406	0.575796725
AT4G39100	0.095498615	0.575911555
AT5G59730	0.06526309	0.575942202
AT2G03690	0.075909946	0.575975167
AT3G22590	-0.063593316	0.57598562
AT1G10480	-0.054962109	0.5760009
AT5G01160	0.067551721	0.57605475
AT4G35560	-0.128385048	0.576057319
AT5G09720	-0.262601909	0.576247742
AT1G52800	-0.053077036	0.576266183
AT5G47210	-0.058289884	0.576339551
AT2G45340	-0.09685255	0.576387179
AT3G50650	0.121832631	0.576464624
AT5G03850	-0.063949114	0.576555712
AT1G71060	-0.17959259	0.576557129
AT5G41660	0.082131149	0.576606309
AT4G14970	-0.075129364	0.576628186
AT5G13720	0.065765172	0.576678484
AT4G08930	-0.073488816	0.576687615
AT2G04360	-0.108691476	0.576830641
AT5G50030	0.226863044	0.576877108
AT2G32160	0.20478335	0.576900029
AT3G19515	0.061300873	0.576970319
AT2G17830	0.071251346	0.577106159
AT3G27190	0.143519314	0.57717024
AT2G03800	-0.065279968	0.577184106
AT4G11970	-0.088355479	0.577195868
AT3G51710	0.1786007	0.577222779
AT4G13600	0.121692161	0.57725117
AT3G17080	-0.058302746	0.577256394
AT2G05370	-0.053793207	0.577354655
AT3G26140	-0.075737372	0.5773842
AT5G63650	-0.236440249	0.577468508
AT4G31760	-0.060913017	0.577481682
AT3G21160	-0.05323258	0.578058165
AT5G59210	0.057484625	0.578063795
AT5G46630	-0.066869828	0.578064672
AT1G80190	0.082183152	0.578433232
AT5G14980	-0.053928419	0.578471323
AT3G48460	-0.125150186	0.578553651
AT1G73650	0.06768626	0.57856667
AT1G27530	0.061513089	0.578572559
AT5G66130	0.085032837	0.578597789
AT1G12160	0.073876491	0.578601133
AT3G21700	0.175029698	0.578720379
AT1G71200	-0.147464633	0.578765172
AT1G73340	-0.145719284	0.578767993
AT3G61530	-0.068065813	0.578860616
AT3G29460	-0.084633413	0.578960373
AT2G16670	-0.052282092	0.578993536
AT1G27435	-0.064878138	0.579050825
AT3G11060	0.100341845	0.579132612
AT1G47740	-0.0731629	0.57939644
AT2G47710	0.053227064	0.579399168
AT1G10210	-0.091399175	0.579399629
AT4G17660	-0.063095494	0.579439138
AT1G02100	0.056268291	0.57951327
AT5G57860	0.070360196	0.579540331
AT1G58370	-0.133698658	0.579550062
AT3G13440	-0.107398149	0.579582334
AT4G26390	-0.053061857	0.579597888
AT4G20850	0.091050636	0.579617892
AT3G20450	-0.116932211	0.579688132
AT2G18390	0.063243362	0.579816216
AT3G24060	-0.05217405	0.57982261
AT2G38720	-0.095313132	0.57995149
AT4G03600	-0.160640959	0.580032821
AT1G32210	0.06237222	0.580159609
AT1G48870	-0.066775036	0.580227834
AT1G62090	-0.104117811	0.580234807
AT1G05900	-0.131017904	0.58024131
AT4G13330	-0.195260689	0.580401389
AT2G47560	-0.083223654	0.580455114
AT5G46150	0.107910005	0.580504422
AT2G18210	0.102588497	0.580584355
AT1G34070	-0.177161291	0.580689642
AT2G13660	0.177423098	0.580692154
AT5G59270	-0.055835965	0.580744144
AT5G54020	-0.091120736	0.580819604
AT3G16650	0.141050156	0.580855325
AT1G43580	-0.078335413	0.580952332
AT5G58430	-0.056422585	0.580988721
AT3G29210	0.100608187	0.581032645
AT4G15800	-0.052126494	0.581046898
AT3G10960	-0.143762202	0.581048506
ATCG00750	0.070123767	0.581115807
AT1G69470	-0.051823011	0.581150887
AT3G61090	-0.069547145	0.581199653
AT1G63600	-0.052042532	0.581382875
AT1G43970	-0.052335236	0.581443455
AT4G32520	0.073470437	0.581450263
AT5G45880	-0.126878086	0.5815357
AT4G08220	0.08416256	0.581575016
AT3G06990	-0.154153375	0.581712908
AT3G25490	-0.121409863	0.581788846
AT1G47810	-0.05597454	0.581911756
AT1G20670	0.098517401	0.582003224
AT1G75980	0.062390506	0.582216978
AT3G48850	0.07874581	0.582284507
AT5G55030	-0.070715527	0.582391881
ATMG01040	-0.128251758	0.582441578
AT1G61720	-0.067974683	0.582552886
AT2G29370	-0.054205467	0.582689282
AT3G20310	-0.063774012	0.582694069
AT2G02560	0.056126667	0.582728513
AT4G12530	-0.051713672	0.582771494
AT1G15350	0.102250802	0.582822176
AT1G48390	-0.054458741	0.58284499
AT5G21130	-0.061659681	0.582954176
AT3G20130	0.186295195	0.583085271
AT3G20850	-0.141837704	0.583087063
AT5G57410	-0.096311541	0.583115629
AT3G43950	-0.051660224	0.583131844
AT3G31415	0.127850675	0.583159437
AT4G39900	0.06134068	0.583316478
AT1G55450	0.060108136	0.583328869
AT4G28160	-0.223923106	0.583366311
AT1G29650	-0.08489732	0.583445677
AT4G29750	0.063287087	0.583663873
AT2G22800	-0.235609425	0.583693516
AT4G24570	0.155256389	0.583694441
AT5G35960	-0.052423732	0.584020127
AT2G18560	0.053395671	0.584035809
AT4G30090	0.072280057	0.584067075
AT3G10750	-0.052136497	0.584174888
AT4G30190	-0.069479563	0.584212665
AT1G70310	0.057407193	0.584315048
AT1G05170	0.110039993	0.584386393
AT3G31970	0.184416107	0.584391269
AT2G03260	0.122856965	0.584546587
AT4G13230	-0.067516516	0.58496124
AT1G26230	0.094999073	0.585018788
AT2G40570	0.123286501	0.585057411
AT4G25920	-0.14196857	0.585172187
AT5G63905	0.128349086	0.585280615
AT3G51830	-0.08672738	0.585317212
AT5G64340	-0.056504624	0.585423649
AT5G04610	-0.075341096	0.585441429
AT5G42790	0.069380292	0.58545845
AT4G33180	-0.199195201	0.585503329
AT1G51420	0.096903753	0.585567534
AT1G34520	-0.056982573	0.585573477
AT2G38020	-0.055536492	0.585620516
AT1G01690	0.098904311	0.585630888
AT5G22380	-0.051770867	0.585697039
AT5G63150	0.083918875	0.585717963
AT4G16430	0.069363635	0.585720992
AT1G18260	0.056596574	0.585742599
AT5G41320	0.091622788	0.585872577
AT3G61410	-0.113304417	0.585896242
AT3G06760	0.051637053	0.586004283
AT2G07510	-0.109536777	0.586059811
AT3G16640	-0.061556884	0.586077564
AT2G42080	0.099149296	0.586105708
AT2G16790	0.156220301	0.586123011
AT2G19640	0.127186635	0.586214285
AT2G36020	-0.051340947	0.586218858
AT4G02195	0.06088729	0.586420601
AT1G18460	-0.103410922	0.586529879
AT4G31990	-0.08879137	0.586717426
AT3G09200	0.051457647	0.586730372
AT3G04750	-0.188411983	0.5867773
AT5G49010	-0.060182378	0.586854928
AT1G74210	0.176335742	0.586855081
AT2G46080	-0.055228197	0.586891319
AT3G08810	-0.074673568	0.586913828
AT3G47860	-0.056546291	0.586968709
AT1G16730	0.22424663	0.586974123
AT1G03100	0.093218489	0.587023088
AT3G01280	0.077931131	0.587052242
AT3G15490	0.077136841	0.587150296
AT3G17000	0.056222184	0.587170731
AT4G08050	-0.051051882	0.587174485
AT4G39090	-0.053659834	0.58722115
AT4G02010	-0.085415181	0.587235615
AT2G44640	-0.139201221	0.587311141
AT1G20830	0.054391027	0.587482393
AT3G13090	0.124872174	0.587619037
AT2G27190	0.082959732	0.587668237
AT5G22300	0.105159781	0.587746167
AT3G20520	-0.051137575	0.587789121
AT5G49480	0.567581831	0.587791852
AT1G10510	-0.086245172	0.58781468
AT5G25050	-0.06517069	0.587953125
AT5G17020	0.079526204	0.587972357
AT5G04730	-0.052147052	0.58801063
